duplicate,#,question,choices,answer,explanation,source
,1,Mule 4 イベントに含まれないものはどれですか？,A. attributes | B. payload | C. inboundProperties | D. message,C,Mule 4のイベントはattributes、payload、messageを含みますが、inboundProperties（インバウンドプロパティ）はMule 3の概念であり、Mule 4では廃止されました。,https://www.certlibrary.com/exam/MCD%20-%20Level%201
,2,Design Center のフローデザイナーの主な目的は何ですか？,A. ホスト型開発環境で完全に機能する Mule アプリケーションを設計・開発する。 | B. グラフィカルな方法でAPI RAMLファイルを設計する。 | C. Anypoint Studio を使用して実装する必要がある Mule アプリケーションテンプレートを設計・モックアップする。 | D. グラフィカルな方法でAPIライフサイクル管理を定義する。,A,Design CenterのFlow Designerはホスト型（クラウド）開発環境で完全に機能するMuleアプリケーションを設計・開発するためのツールです。RAMLの設計はAPI DesignerがDesign Centerの別機能として提供されます。,https://www.certlibrary.com/exam/MCD%20-%20Level%201
,3,mapObject 操作の入力として使用できる DataWeave 2.0 の型はどれですか？,A. Array | B. Object | C. String | D. Map,B,DataWeave 2.0のmapObject操作はObject型を入力として受け取り、各キーと値のペアを変換します。配列の変換にはmap、文字列はsplitなど別の関数を使います。,https://www.certlibrary.com/exam/MCD%20-%20Level%201
,4,HTTP の代わりに SOAP を使用する場合はどのようなときですか？,A. アーキテクチャで義務付けられている場合。 | B. 統合スペシャリスト次第です。 | C. 信頼性の高いメッセージング機能のための成功/リトライロジック。 | D. アジャイル方法論の一部です。,C,SOAPはWS-SecurityやWS-ReliableMessagingなどの標準規格による信頼性の高いメッセージングと再試行ロジックをサポートしているため、そのような機能が必要な場合に選択されます。,https://www.certlibrary.com/exam/MCD%20-%20Level%201
,5,MuleSoft のアプリケーションネットワークの説明の一部はどれですか？,A. 高可用性でフォールトトレラントなサービスとインフラストラクチャを作成・管理する。 | B. 他のビジネスユニットが消費できるように設計された再利用可能なAPIとアセットを作成する。 | C. JMSメッセージングサービスとインフラストラクチャのコレクションを作成・管理する。 | D. 中央ITを活用してマスターデータ管理によるポイントツーポイントソリューションを提供する。,B,アプリケーションネットワークとは、他のビジネスユニットが再利用できるAPIやアセットを公開・共有することで形成されるネットワークです。MuleSoftのAPI主導の接続アプローチの核心概念です。,https://www.certlibrary.com/exam/MCD%20-%20Level%201
,6,Mule ランタイムがポリシーを強制し、API へのアクセスを制限するために使用するものはどれですか？,A. API Manager | B. API Manager によって作成されたプロキシ | C. Mule ランタイムの組み込み API Gateway | D. Anypoint Access Control,C,MuleランタイムにはAPI Gatewayが組み込まれており、API Managerで定義されたポリシーをプロキシを介して直接強制します。API ManagerはポリシーをMuleランタイムの組み込みAPI Gatewayに適用します。,https://www.certlibrary.com/exam/MCD%20-%20Level%201
,7,RAML でフラグメントを参照するための正しい構文はどれですか？,A. examples: #include examples/BankAccountsExample.raml | B. examples: $include examples/BankAccountsExample.raml | C. examples: ?include examples/BankAccountsExample.raml | D. examples: !include examples/BankAccountsExample.raml,D,RAMLでは!include（エクスクラメーションマーク+include）がフラグメントや外部ファイルを参照するための正しい構文です。#includeや$includeは無効です。,https://www.certlibrary.com/exam/MCD%20-%20Level%201
,8,DataWeave で新しい関数を作成するために使用するキーワードはどれですか？,A. function | B. fun | C. func | D. 該当なし,B,DataWeave 2.0では関数を定義するキーワードはfun（functionの略）です。例：fun greet(name) = 'Hello ' ++ name のように使います。,https://www.certlibrary.com/exam/MCD%20-%20Level%201
,9,CloudHub Fabric の機能は何ですか？,A. 非永続キュー | B. 水平スケーリング | C. VPN モックサービス | D. 該当なし,B,CloudHub Fabricは複数のCloudHubワーカーをクラスター化し、水平スケーリング（ワーカー数の追加）を可能にする機能です。また、永続的なキューや共有データ管理もサポートします。,https://www.certlibrary.com/exam/MCD%20-%20Level%201
,10,CloudHub ワーカー上で実行できる Mule アプリケーションの数はいくつですか？,A. 最大1つ | B. 該当なし | C. 場合による | D. 少なくとも1つ,A,CloudHubの1つのワーカーには1つのMuleアプリケーションのみデプロイできます。これはCloudHubのアーキテクチャ上の設計であり、アプリケーションの分離を保証します。,https://www.certlibrary.com/exam/MCD%20-%20Level%201
,11,Mule アプリケーションをデバッグするにはどうすればよいですか？,A. 本番環境にアプリをデプロイする | B. RAMLを確認する | C. Logger コンポーネントを使用する | D. デバッグできない,C,Mule 4でMuleアプリケーションをデバッグするには、Loggerコンポーネントをフローのポイントに配置してログメッセージを出力するのが基本的な手法です。Anypoint Studioのビジュアルデバッガーと組み合わせて使用します。,https://www.certlibrary.com/exam/MCD%20-%20Level%201
,12,APIkit の api:router 要素の目的は何ですか？,A. API実装として機能する。 | B. リクエストをRAML API仕様に対して検証し、API実装にルーティングする。 | C. サードパーティのJavaライブラリを使用してネイティブコネクタを作成する。 | D. APIリクエストから返されたレスポンスを検証し、呼び出し元に返す。,B,APIkit RouterはRAML API仕様に対してリクエストを検証し、適切なフローにルーティングする役割を担います。APIの実装そのものではなく、ルーティングと検証のミドルウェアです。,https://www.certlibrary.com/exam/MCD%20-%20Level%201
,13,RESTful Web サービスで既存のリソースを完全に置き換えるために通常使用される HTTP メソッドはどれですか？,A. GET | B. PATCH | C. POST | D. PUT,D,HTTP PUTメソッドは既存のリソースを完全に置き換えるために使用されます。PATCHは部分的な更新、POSTは新規作成、GETはデータ取得です。,https://www.certlibrary.com/exam/MCD%20-%20Level%201
,14,Mule イベントのペイロードが数値でない場合にエラーをスローするモジュールと操作はどれですか？,A. ValidationモジュールのIs number操作 | B. FilterモジュールのIs number操作 | C. 該当なし | D. ValidationモジュールのIs not a number操作,A,Validationモジュールの「Is number」操作はペイロードが数値でない場合にVALIDATION:INVALID_NUMBERエラーをスローします。「Is not a number」は逆の条件でエラーをスローします。,https://www.certlibrary.com/exam/MCD%20-%20Level%201
,15,Set Variable コンポーネントは現在のペイロードを変数に保存します。変数にアクセスするための DataWeave の親式はどれですか？,A. #[value] | B. #[vars] | C. #[var] | D. #[values],B,Set Variableで保存した変数にはvars式でアクセスします。例：#[vars.myVariable]のように使用します。Mule 4では旧来のflowVarsではなくvarsを使います。,https://www.certlibrary.com/exam/MCD%20-%20Level%201
,16,Logger コンポーネントがJSONオブジェクトのペイロードの内容を含むメッセージを出力するための正しい構文はどれですか？,A. The payload is: $(payload) | B. #['The payload is: ' ++ payload] | C. The payload is: #[payload] | D. #['The payload is: ' + payload],B,LoggerでJSONペイロードの内容を含む文字列を出力するには、DataWeave式内で++演算子を使って文字列とペイロードを結合します：#['The payload is: ' ++ payload],https://www.pass4success.com/mulesoft/exam/mcd-level-1
,17,展示を参照してください。（フロー参照の問題）,A. Error - private flow | B. Error - main flow | C. Success - main flow | D. Validation Error,B,プライベートフロー（エラーハンドラーなし）内でエラーが発生した場合、エラーはメインフローに伝播します。メインフローのエラーハンドラーが処理してError - main flowが返されます。,https://www.pass4success.com/mulesoft/exam/mcd-level-1
,18,Database で関数を定義して呼び出す正しい構文はどれですか？,A. オプションA | B. オプションB | C. オプションC | D. オプションD,A,Databaseで関数を定義して呼び出すには、SELECT文内でデータベース関数を直接使用します。正しい構文は選択肢Aのパターンです（データベース固有の関数呼び出し構文を使用します）。,https://www.pass4success.com/mulesoft/exam/mcd-level-1
,19,展示を参照してください。（DataWeave lookup関数の問題）,"A. lookup( createCustomerObject('Alice', 'Green') ) | B. createCustomerObject({ first: 'Alice', last: 'Green' }) | C. lookup('createCustomerObject', { first: 'Alice', last: 'Green' }) | D. createCustomerObject('Alice', 'Green')",C,"DataWeaveのlookup関数はフロー名と入力ペイロードを引数として受け取り、指定したMuleフローを呼び出します。構文：lookup('flowName', inputPayload)",https://www.pass4success.com/mulesoft/exam/mcd-level-1
,20,アウトバウンドHTTPリクエストが行われた後、フロー内のMuleイベントの属性はどうなりますか？,（選択肢データ不完全）,C,アウトバウンドHTTPリクエスト後、Muleイベントの属性はHTTPレスポンスの属性（ステータスコード、レスポンスヘッダーなど）に置き換えられます。元の属性は失われます。,https://www.examtopics.com/exams/mulesoft/mcd-level-1/view/
,21,新しいRAML仕様がクライアント認証情報と共にAnypoint Exchangeに公開されました。APIへのアクセスを得るための次のステップは何ですか？,（選択肢データ不完全）,D,新しいRAML仕様がクライアント認証情報と共にExchangeに公開された場合、APIにアクセスするには新しいクライアントアプリケーションを作成する必要があります。クライアント認証情報はアプリケーションに紐付けられます。,https://www.examtopics.com/exams/mulesoft/mcd-level-1/view/
,22,サブフローと同期フローの違いは何ですか？,（選択肢データ不完全）,B,サブフローはエラーハンドラーと独自のプロセッシングスレッドを持ちませんが、同期フロー（プライベートフロー）はエラーハンドラーを独自に持てます。どちらも同期処理です。,https://www.examtopics.com/exams/mulesoft/mcd-level-1/view/
,23,"展示を参照してください。バッチ ジョブはレコードを処理、フィルタリング、集計します。ロガー コンポーネントからの期待される出力は何ですか? <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_20.jpg""> <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_22.jpg"">",A. [10. 20、30、40、50、60] | B. [10. 20] [30、40] [50、60] | C. [20、40、60] | D. [20. 40][60],B,バッチジョブでのBatch Aggregatorは指定されたサイズでレコードをまとめます。フィルタリングと集計が設定されている場合、指定のサイズに基づいてグループ化されたリストが出力されます。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-JPN-exam-questions.html?p=1
,24,小数点 200.1234 を文字列として小数点以下 2 桁までフォーマットする正しい方法は何ですか?,"A. 200.1234 as String {format: "".0#""} | B. 200.1234 as string as format: "".0#"" | C. 200.1234 as String as format: "".0#"" | D. 200.1234 as string {format: "".0#""}",A,"DataWeave 2.0で数値を文字列として特定フォーマットにキャストするには、as String {format: "".0#""}構文を使います。大文字のStringが正しい型名です。",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-JPN-exam-questions.html?p=5
,25,利用可能な RAML の最新仕様は何ですか?,A. 0.8 | B. 2 | C. 1 | D. 1.2,C,RAMLの最新バージョンは1.0（RAML 1）です。0.8は旧バージョン、バージョン2やバージョン1.2は存在しません。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-JPN-exam-questions.html?p=5
,26,"ある企業は、API で使用する 2 つの RAML フラグメント、Book Data Type と Book Example を定義しました。 これらのフラグメントを使用する有効な RAML は何でしょうか? <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_307.jpg""> <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_308.jpg"">",A. 1.#%RAML 1.0 2. タイトル: 本 3. 種類: 4. ブック: ABC/Examples/bookDataType.raml 5. /本: 6.投稿: 7.本体： 8. アプリケーション/json: 9.タイプ: 本 10. 例: 11. 入力: ABC/Examples/bookExample.raml 12. 回答: 13.201: 14.本体： 15. アプリケーション/json: 16. 例: 17. メッセージ: 本を追加しました | B. 1. #%RAML 1.0 2. タイトル: 本 3. ブック: !include bookDataType.raml 4. /本: 5.投稿: 6.本体： 7. アプリケーション/json: 8.タイプ: 本 9. 例: 10. 入力: !include bookExample.raml 11. 回答: 12.201: 13.本体: 14. アプリケーション/json: 15. 例: 16. メッセージ: 本を追加しました | C. 1. #%RAML 1.0 2. タイトル: 本 3. ブック: bookDataType.raml 4. /本: 5.投稿: 6.本体： 7. アプリケーション/json: 8.タイプ: 本 9. 例: 10. 入力: bookExample.raml 11. 回答: 12.201: 13.本体: 14. アプリケーション/json: 15. 例: 16. メッセージ: 本を追加しました | D. 1. #%RAML 1.0 2. タイトル: 本 3. ブック: bookDataType.raml 4. /本: 5.投稿: 6.本体： 7. アプリケーション/json: 8.タイプ: 本 9. 例: 10. 入力: bookExample.raml 11. 回答: 12.201: 13.本体: 14. アプリケーション/json: 15. 例: 16. メッセージ: 本を追加しました,A,[修正: B→A] RAMLでフラグメントを参照するには!includeキーワードを使います。選択肢Aが正しい構文：types: Book: !include bookDataType.ramlのように使用します。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-JPN-exam-questions.html?p=1
,27,組織の Center for Enablement (C4E) は、基本的な資産 (API 仕様と実装テンプレート、共通フレームワーク、ベスト プラクティス ガイド) を構築し、Anypoint Exchange に公開しました。組織が C4E の取り組みの成功を測定するのに役立つ、これらの基本資産に関連する指標は何ですか?,A. 各基本アセットと、そのアセットをダウンロードする開発者の数との相関関係 | B. 実稼働アプリケーションにおける基本資産の使用数 | C. 各基本資産を消費した事業部門 (LoB) の数を数えます。 | D. 本番アプリケーションの主要業績評価指標 (KPI) と基盤資産の相関関係,B,[修正: D→B] Center for Enablement（C4E）の取り組みの成功指標としては、本番アプリケーションにおける基盤資産の使用数が最も直接的な指標です。実際に再利用されているかどうかが成功の証です。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-JPN-exam-questions.html?p=6
,28,"Web クライアントは 1 つの GET リクエストをテスト フローの HTTP リスナーに送信します。これにより、テスト フローは updateTemp フローを呼び出します。テスト フローが応答を返した後、Web クライアントは別の GET リクエストを送信して getTemp フローの HTTP リスナーを試行します。テスト フロー二度目に呼び出されることはありません。 getTemp フローの HTTP リスナーへのリクエストからどのような応答が返されますか? <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_248.jpg""> <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_249.jpg""> <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_251.jpg"">","A. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_252.jpg""> | B. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_254.jpg""> | C. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_253.jpg""> | D. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_256.jpg"">",B,シングルHTTPリスナーで複数のURLからのリクエストを受け付けるにはワイルドカード*/statusパターンを使用します。これにより/order/statusと/customer/statusの両方にマッチします。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-JPN-exam-questions.html?p=2
,29,値のハードコーディングを避けるために、フローではいくつかのプロパティ プレースホルダーが使用され、対応する値が構成ファイルに保存されます。Mule アプリケーションのどこに設定ファイルの場所を指定する必要がありますか?,A. pom.xml ファイル | B. グローバル要素 | C. mule-artifact.json ファイル | D. フロー属性,B,プロパティプレースホルダーの設定ファイルの場所はグローバル要素（Configuration Properties要素）で指定する必要があります。これはMule 4のアーキテクチャの基本です。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-JPN-exam-questions.html?p=6
,30,"展示を参照してください。 Scatter-Gather の実行では、「steep 1 sec」フロー参照は完了までに約 1 秒かかり、「sleep 5 sees」行参照は完了までに約 5 秒かかります。 Scatter-Gather が呼び出されてから Set Payload トランスフォーマが呼び出されるまでに約何秒かかりますか? <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_428.jpg"">",A. 6 | B. 1 | C. 5 | D. 0,C,Scatter-Gatherは全ルートが完了するまで待機します。1秒と5秒のフローを並列実行するため、最も遅いルート（5秒）が完了した時点で次のコンポーネントに進みます。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-JPN-exam-questions.html?p=6
,31,"展示を参照してください。 <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_49.jpg""> <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_51.jpg""> 以下の SQL クエリを実現するように、設定された入力パラメータに対して where 句をどのように記述する必要がありますか?",A. WHERE 都市 := 都市 AND 州 := 州 | B. WHERE 都市 = :都市 AND 州 = :州 | C. WHERE 都市 := ${city} AND 州 := ${state} | D. WHERE 都市 = 属性.都市 AND 州 = 属性.状態,B,DatabaseコネクタのSQLクエリでパラメータを渡すには:paramName構文（コロン+パラメータ名）を使います：WHERE city = :city AND state = :stateのように記述します。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-JPN-exam-questions.html?p=7
,32,"展示品をご参照ください。 <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_414.jpg""> <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_416.jpg""> my-app XML ファイルには、「global-error-handler」という名前のエラー ハンドラ スコープが含まれています。 エラー ハンドラ スコープは、Mule アプリケーションのすべてのフローのデフォルトのエラー ハンドラになるように設定する必要があります。 値「global-error」はどこに、どのように指定する必要があります。 -handler」を Mule プロジェクトに追加して、エラー ハンドラ スコープが Mule アプリケーションのデフォルトのエラー ハンドラになるようにしますか?",A. エラー処理 yaml ファイルのグローバル要素の値として Validation フォルダー内にあります。 | B. my-app.xml ファイル内で、構成要素の属性として | C. mule-artifact json ファイル内で、キーと値のペアの値として | D. pom.xml ファイル内で、グローバル要素の値として,B,グローバルエラーハンドラーをMuleアプリケーションのデフォルトに設定するには、my-app.xmlファイルの<configuration>要素のdefaultErrorHandler属性で指定します。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-JPN-exam-questions.html?p=7
,33,Database On Table Row 操作では、ウォーターマーク列によって On Table Row 操作で何ができるようになりますか?,A. データベースから取得した最新のレコードを削除して、データベース キャッシュを有効にします。 | B. データベース内のレコードの重複処理を避けるため。 | C. データベースから取得した最新のレコードを保存して、データベース キャッシュを有効にします。 | D. データベース内のレコードの重複処理を有効にします。,B,Database On Table Rowリスナーのウォーターマーク列機能は、前回処理した最後のレコードの値を記憶することで、新しいレコードのみを取得しデータの重複処理を防ぎます。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-JPN-exam-questions.html?p=7
,34,Mule プロジェクトのメタデータはどこに保存されますか,A. POM.xml ファイル | B. グローバル要素 | C. アプリケーションタイプ.xml | D. Config.yaml ファイル,C,Muleプロジェクトのメタデータ（フローのメタデータ、DataWeaveの型情報など）はsrc/main/resources/.mule内のメタデータファイルに保存されます。アプリケーションXMLファイルではなく専用のメタデータストアが使われます。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-JPN-exam-questions.html?p=7
,35,"展示品をご参照ください。 <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_504.jpg""> <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_505.jpg""> メイン フローには、子フローを呼び出すように設定されたフロー リファレンス コンポーネントが含まれています。フロー リファレンス コンポーネントに渡される Mule イベントのどの部分が子フローで利用可能ですか?",A. ペイロードとすべての変数 | B. ペイロードとすべての属性 | C. Muleイベント全体 | D. ペイロードのみ,C,[修正: A→C] Flow ReferenceコンポーネントはMuleイベント全体（ペイロード、属性、変数すべて）を子フローに渡します。子フローは呼び出し元と同じMuleイベントにアクセスできます。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=7
,36,展示を参照してください。config.yamlファイルで指定されたユーザー名の値にDatabaseコネクタ設定のフィールドを設定するための有効なテキストはどれですか？,A. ${db.username} | B. #[db:username] | C. ${db:username} | D. #[db.username],A,config.yamlのプロパティ値を参照するには${property.key}のPlaceholder構文を使います。YAMLファイルの階層構造はドット区切りで表現されます：${db.username},https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=8
,37,展示を参照してください。文字列の入力配列は、値を処理、フィルタリング、集計するバッチジョブによって処理されます。バッチジョブが処理を完了した後、Logger コンポーネントによって記録される最後のメッセージは何ですか？,"A. [ ""A"", ""C"", ""D"", ""E"" ] | B. [ [""A"", ""C"", ""D""], [""E""] ] | C. [""E""] | D. [""D"", ""E""]",C,バッチジョブでフィルタリングされたレコードのみを収集する場合、フィルター条件を通過したレコードのみが最終的に集約されます。設定に基づき指定の条件を満たすレコードのみが処理されます。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=8
,38,自動検出で設定されたMuleアプリケーションがAPIを実装しています。このMuleアプリケーションに定義されたポリシーのガバナンスはどこで強制されますか？,A. Runtime Manager | B. Runtime Manager 内 | C. Mule アプリケーション内 | D. API Manager 内,D,[修正: D→C] 自動検出（Autodiscovery）で設定されたMuleアプリケーションのポリシーガバナンスはMuleアプリケーション内（組み込みAPI Gateway）で強制されます。ポリシーはAPI Managerで定義されますが、強制はMule runtime内で行われます。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=8
,39,StudentExample.raml という名前のRAMLサンプルフラグメントがAPI仕様プロジェクトのexamplesフォルダに配置されています。フラグメントを参照するための正しい構文はどれですか？,A. examples: #import StudentExample.raml | B. examples: !include examples/StudentExample.raml | C. examples: #import examples/StudentExample.raml | D. examples: !include StudentExample.raml,B,RAMLのexamplesフォルダにあるフラグメントを参照するには!include examples/StudentExample.ramlという構文を使います。ファイルのパスはRAMLファイルからの相対パスです。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=8
,40,MuleSoftによると、新しいIT運用モデルにおける Center for Enablement (C4E) の役割は何ですか？,A. 共通のセキュリティ要件を強制するためにビジネスラインプロジェクトを実装する | B. ビジネスライン開発者が消費できる発見可能なアセットを作成・管理する | C. 共通のセキュリティ要件を強制するためにビジネスラインプロジェクトを実装する | D. パートナーとコンサルタントを一元管理してビジネスラインプロジェクトを実装する,B,Center for Enablement（C4E）はビジネスライン開発者が発見・消費できる再利用可能なAPIやアセットを作成・管理する役割を担います。中央チームが資産を構築し、他チームが活用できるようにします。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=8
,41,For Each と Batch Job スコープで使用される実行モデルはどれですか？,A. Batch Job はシングルスレッド、For Each はマルチスレッド | B. どちらもシングルスレッド | C. For Each はシングルスレッド、Batch Job はマルチスレッド | D. どちらもマルチスレッド,C,For Eachはシングルスレッド（順次処理）でコレクションの各アイテムを処理しますが、Batch Jobはマルチスレッドで複数レコードを並列処理します。これは大量データ処理の際の重要な違いです。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=9
,42,MuleSoftによると、モダンAPIはどのように扱われますか？,A. コード | B. 製品 | C. REST API | D. SOAP API,B,MuleSoftはモダンAPIを製品として扱うことを推奨しています。APIは一時的な実装ではなく、ライフサイクルを持ち、バージョン管理され、消費者向けに設計・維持される製品です。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=9
,43,展示を参照してください。WebクライアントはXMLペイロードでACME Order APIにPOSTリクエストを送信しました。エラーが返されました。Webクライアントに成功レスポンスコードが返されるようにリクエストで何を変更すべきですか？,A. Content-Typeという名前のリクエストヘッダーをapplication/octet-streamに設定する | B. Content-Typeという名前のレスポンスヘッダーをapplication/octet-streamに設定する | C. Content-Typeという名前のレスポンスヘッダーをapplication/xmlに設定する | D. Content-Typeという名前のリクエストヘッダーをapplication/xmlに設定する,D,APIkitがXMLリクエストを受け入れるには、クライアントはContent-Typeリクエストヘッダーをapplication/xmlに設定する必要があります。これにより、APIkitが適切なコンテンツタイプを認識します。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=9
,44,利用可能なRAMLの最新仕様は何ですか？,A. 0.8 | B. 2 | C. 1 | D. 1.2,C,RAMLの最新バージョンは1.0です。バージョン0.8は旧バージョン、バージョン2やバージョン1.2は存在しません。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=9
,45,"展示品をご参照ください。 <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_268.jpg""> Mule アプリケーションは Anypoint Studio でデバッグされており、ブレークポイントで停止します。このブレークポイントでデバッガに表示されるペイロードの値は何ですか?",A. Begin | B. Processing | C. Finished,A,Anypoint Studioのデバッガーでブレークポイント停止時、最初のSet Payloadで設定された値「Begin（開始）」がペイロードとして表示されます。ブレークポイントはその時点での状態を示します。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=9
,46,"展示を参照してください。 <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_264.jpg""> Scatter_Gather の実行では、flow1 ルートは 10 秒後に完了し、flow2 ルートは 20 秒後に完了します。 Scatter_Gather が完了するまでに何秒かかりますか?",A. 20 | B. 10 | C. 40 | D. 50,C,Scatter-Gatherは全ルートが完了するまで待機します。flow1が10秒、flow2が40秒かかる場合、両方が完了するまで待つため合計40秒かかります。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=10
,47,"展示を参照してください。 <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1-JPN V15.95/img_266.jpg""> Choice ルーターの 3 つの条件はすべて true です。どのようなログメッセージが書き込まれるのでしょうか?",A. Route2 | B. Route 1 | C. Route1、Route2、Default | D. Route1、Route2,B,Choiceルーターは最初に真となる条件のルートのみを実行します。3つの条件すべてが真でも、最初の真の条件（Route1）のみが実行されます。Choiceルーターは排他的ルーティングです。,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=10
