duplicate,#,question,choices,answer,explanation,source
,135,Universal Containers (UC) は、オープン CTI を使用したコールセンターを導入しました。コールセンター エージェントは、UC の 4 つの異なる製品ラインを反映する 4 つのグループに編成されています。各グループのマネージャーは、関連するケースや連絡先情報を含む、エージェントの毎日の通話量に関するレポートを希望しています。コンサルタントはレポートの作成をどのように推奨すべきですか?,A. 所有者ごとにグループ化されたアクティビティを含む製品に関するレポートを作成します。 | B. アクティビティをプライマリ オブジェクトとして含むカスタム レポート タイプを作成します。 | C. 「チームの今週の通話」標準レポートをカスタマイズします。,B,OpenCTIを使用したコールセンターでエージェントが効果的にCTIを使用するには、スクリーンポップ（Screen Pop）設定でコール着信時に顧客情報を自動表示し、通話記録を自動的にケースに紐付けます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=27
,136,コンサルタントは、品質と実用的な指標の組み合わせに基づいてサービス担当者の生産性を測定するためのコールセンター指標の開発について Cloud Kicks にアドバイスしています。通常、高い顧客満足度を示す主要業績評価指標 (KPI) はどれですか?,A. ナレッジ記事作成率 | B. 初回接触解決 | C. 自助ケースの回避,B,品質と実用的指標に基づくエージェント生産性の測定には、ケース解決数・平均処理時間・CSAT評価・初回解決率を組み合わせたKPIレポートを作成・分析します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=28
,137,Universal Containers のサポート マネージャーは、チャネル、エージェント、暦月ごとに初回通話の解決状況を測定したいと考えています。コンサルタントはどのレポート ソリューションを推奨すべきですか?,A. グループ化を使用してレポートを作成します。 | B. レポート スナップショットを作成します。 | C. 結合レポートを作成します。,C,チャネル・エージェント・暦月ごとの複合分析には、結合レポート（Joined Report）が最適です。複数のレポートブロックを一つのレポートにまとめ、異なる次元での比較分析が可能です。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=28
,138,コンサルタントがスクリーンフローを使用する必要があるのは次のどのシナリオですか?,A. サポート担当者に意思決定に基づいたトラブルシューティング手順を提供します。 | B. サービス コンソール内で別のサポート担当者に通話を転送します。 | C. ケース作成中にサポート担当者をナレッジ記事にリダイレクトします。,A,スクリーンフロー（Screen Flow）を使用するのは、エージェントが意思決定に基づいたトラブルシューティング手順をインタラクティブなUIで実行する必要があるシナリオです。通話転送やナレッジリダイレクトには不適切です。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=28
,139,ある企業は、既存の外部ナレッジベースを Salesforce ナレッジに移行することを計画しています。移行する記事を選択する際に考慮すべき要素はどれですか?,A. 元の作成日と昨年の記事の総閲覧数 | B. 最終更新日と過去 1 年間に頻繁に検索された用語 | C. 最終更新日と昨年の記事閲覧総数,C,外部ナレッジベースをSalesforceナレッジに移行するには、記事のエクスポート・データ変換・データローダーまたはAPI経由でのインポートを行います。記事タイプのマッピング・カテゴリ設定・可視性設定も必要です。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=28
,140,Cloud Kicks (CK) は最近、エージェントの専門知識を向上させるために Knowledge-Centered Support (KCS) を導入しました。パイロットでは、最も一般的なサポート トピックに関する記事の作成に焦点を当てました。パイロット導入後、顧客満足度は向上し、平均通話時間は短縮されました。サポートの主要業績評価指標 (KPI) を継続的に改善するために、CK は次にどこに注力すべきかを知りたいと考えています。コンサルタントは CK に次に何をするよう勧めるべきでしょうか?,A. エージェントが個別に記事を作成して公開できるようにします。 | B. 検索アクティビティ ギャップ ダッシュボード コンポーネントを使用します。 | C. 統計をリセットするには、ケースから記事を切り離します。,B,エージェントの専門知識向上のためにKnowledgeを導入後、定着化には、KCSプロセス（記事検索→更新→作成）をエージェントの日常業務に組み込み、記事の貢献を評価・報酬します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=28
,141,Universal Containers は、Knowledge-Centered Support (KCS) の実装を検討しています。KCS の導入によりどのようなメリットが期待できますか?,A. 管理オーバーヘッドの削減 | B. セルフサービスの必要性の軽減 | C. 問題解決時間の短縮,C,Knowledge-Centered Supportの文化醸成には、KCSのロール（Candidate/Contributor/Publisher）とワークフローを定義し、記事作成・更新を業務プロセスとして標準化します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=29
,142,Universal Containers は最近、顧客と対話するために新しい CTI システム、ナレッジベース、および Einstein チャットボットを実装しました。サポートおよびサービス担当副社長は、顧客のセルフサービスを容易にするための追加のシステム改善を要求しました。コンサルタントは何を勧めるべきですか?,A. 顧客にナレッジ ベースで解決策を検索してもらいます。 | B. フリーダイヤルのカスタマー サポートの電話番号を入力します。 | C. 顧客向けに Experience Cloud サイトを作成します。,C,新しいCTIシステム・ナレッジ・その他の機能を同時に展開する場合、段階的なロールアウト（フェーズドアプローチ）で機能を順次展開し、各段階での問題を特定・解決しながら進めます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=29
,143,Ursa Major Solar は、優先度の高いケースに対してサービス レベル アグリーメント (SLA) によるサポートを提供します。優先度が低いケースでは、応答時間が異なります。サービスセンターオムニチャネルを使用して作業項目を管理します。ただし、最近作成された優先度の高いケースの多くはサービス期限を超えています。要件を満たすためにコンサルタントはどの設定を構成する必要がありますか?,A. スキルベースのルーティング | B. 容量モデル | C. 二次ルーティング優先度,C,優先度の高いケースのSLAを遵守するには、エンタイトルメントとマイルストーンを設定し、期限前のエージェント通知と期限超過時の自動エスカレーションを設定します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=29
,144,Universal Containers は、Messaging for In-App and Web (MIAW) に適用するのと同じ基準に基づいてケースを指示したいと考えています。コンサルタントはどの機能を推奨する必要がありますか?,A. オムニチャネル ルーティング | B. マイルストーンと資格のプロセス | C. ケース割り当てルール,A,Messaging for In-App and Webを実装するには、まずDigital Engagementライセンスを取得し、Messagingを有効化してメッセージングチャネルを作成し、オムニチャネルに統合します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=29
,145,Universal Containers には、Salesforce ナレッジを使用する 3 つの社内部門があります。コンプライアンス要件により、各部門は検索を実行するときに自分の記事にのみアクセスできるようにすることが義務付けられています。この要件を満たすためにコンサルタントはどのソリューションを推奨する必要がありますか?,A. 役割階層を使用してアクセスを提供するための共有ルールを部門ごとに作成します。 | B. 記事カテゴリに基づいてアクセスを提供するための共有ルールを部門ごとに作成します。 | C. 部門ごとに単一のデータ カテゴリ グループを作成し、ロール階層を使用してアクセスを提供します。,C,3つの部門でSalesforceナレッジを使用する場合、データカテゴリグループを部門ごとに設定し、プロファイルや権限セットでデータカテゴリの可視性を制御して各部門の記事の閲覧範囲を管理します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=29
,146,Cloud Kicks (CK) のサービス担当 VP は、Service Cloud ユーザーがエンタープライズ データ ウェアハウス (EDW) に保存されている作業指示データにアクセスし、レポートを生成できるようにしたいと考えています。最小限の労力でこのプロセスを効率化するために、コンサルタントはどのようなアプローチを推奨すべきでしょうか?,A. カスタム オブジェクトを作成し、データ ローダーを使用して作業指示データを Salesforce にインポートします。 | B. Salesforce Connect と外部オブジェクトを使用して、Salesforce で作業指示データを表します。 | C. 15 分ごとに実行され、作業指示データを Salesforce に同期するバッチ統合プロセスを実装します。,B,Service CloudユーザーがExperience Cloud公開記事をケース内から確認できるようにするには、ケースページのナレッジコンポーネントとデータカテゴリの可視性を適切に設定します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=30
,147,新しい Service Cloud インスタンスに Salesforce メッセージング機能を実装する場合、コンサルタントはどのような点に留意すべきでしょうか?,A. オムニチャネル経由でルーティングする必要があります。 | B. Einstein Bots とは互換性がありません。 | C. Experience Builder を使用してデプロイする必要があります。,A,新しいService CloudにSalesforceメッセージング機能を実装するには、Digital Engagementライセンスを取得し、Messagingを有効化してチャネルを設定、オムニチャネルと統合します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=30
,148,Universal Containers (UC) は、構造化フィールドと非構造化テキストの両方を含む社内ナレッジ記事の膨大なリポジトリを活用して、Agentforce サービス エージェントが顧客の問い合わせに対して正確で信頼できる回答を提供することを望んでいます。Service Cloud コンサルタントは、この会社のデータを使用して、AI エージェントの応答の正確性と信頼性をどのように設計できるでしょうか?,A. ナレッジ記事の特定のフィールドを定義済みの質問にマップします。 | B. Agentforce データ ライブラリと Knowledge を使用して AI エージェントを基盤化します。 | C. LLM のグローバル ナレッジ データ セットを使用して、UC のデータを再構築します。,B,構造化フィールドと非構造化テキストの両方を含む社内ナレッジ記事をAgentforceで活用するには、AgentforceデータライブラリとKnowledgeを使用してAIエージェントをグラウンディングします。AIが非構造化ナレッジを含む記事から適切な回答を生成できます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=30
,149,Cloud Kicks は最近、サポート プロセス内でエンタイトルメントの使用を開始しました。サービス エージェントは、ケースに割り当てられたアカウントに誤って関連付けられている、類似した名前の資格を選択しています。要件を満たし、サービス エージェントをサポートするには、コンサルタントは何を推奨する必要がありますか?,A. ルックアップ フィルターを有効にします。 | B. クイック アクションを設定します。 | C. OWD 共有をプライベートに設定します。,A,エンタイトルメントを使い始めたサービスエージェントが顧客のエンタイトルメント情報をケース内で確認するには、ケースページにエンタイトルメントコンポーネントを追加して、顧客の支援資格をリアルタイムで確認できるようにします。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=30
,150,Service Cloud コンサルタントが最近、パブリック ナレッジ ベースを実装しました。,A. 月間症例数 | B. 初回通話解決 | C. 平均ケース解決時間,A,パブリックナレッジベース実装後は、SEO最適化（メタデータ・URL設定）と定期的な記事更新・品質管理プロセスを確立して、顧客が正確かつ最新の情報を検索・参照できる環境を維持します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=30
,151,Cloud Kicks は、さまざまなレベルのサポートを受ける顧客に Service Cloud を展開する予定です。コンサルタントは、エンタイトルメントのみが正しいソリューションなのか、それともエンタイトルメントとサービス契約が正しいのかわかりません。コンサルタントは、望ましいソリューションを決定するためにどのような質問をする必要がありますか?,A. 顧客は Experience Cloud を通じてナレッジ記事にアクセスしますか? | B. サポートは定期的に提供され、毎年更新されますか? | C. 複数のバージョンの権利を作成して維持する必要がありますか?,B,さまざまなサポートレベルを受ける顧客へのService Cloud提供には、エンタイトルメント（Entitlements）を使用して各顧客のサポートレベル（Basic/Premium等）を定義し、それぞれのSLA要件を管理します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=31
,152,ユニバーサル・コンテナーズ（UC）はService Cloudの導入を開始します。このプロジェクトでは、経営幹部やサービスマネージャーが主要業績評価指標（KPI）の現状と傾向を把握できる適切な分析ソリューションが求められています。この要件を満たすために、Service Cloud コンサルタントはどのような推奨事項を行う必要がありますか?,A. 新しいカスタム レポート タイプのセットを構築して、UC の従来のサービス分析を移行します。 | B. サービス関連のインテリジェント アプリまたはアクセラレータを使用するために、UC に Tableau Next への投資を推奨します。 | C. AppExchange から事前設定された Service Cloud ダッシュボードを使用します。,C,Service Cloud導入開始時に最初に行うべきは、プロジェクトのガバナンス設定（ステアリングコミッティの設立・プロジェクト憲章の定義・スコープと成功指標の合意）です。ガバナンスが確立された上で実装を進めます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=31
,153,Cloud Kicks は顧客に電話サポートを提供しています。ケースを作成する際、サービスエージェントは世界中の様々な国の配送先郵便番号を入力することがよくあります。正確なデータを確実に入力するための推奨方法は何ですか?,A. 一致するルールを持つ重複ルールを設定します。 | B. VLOOKUP を使用して検証ルールを構成します。 | C. クロスオブジェクト式を作成します。,B,電話サポートでケース作成時にエージェントが顧客情報を素早く確認するには、CTIのスクリーンポップ機能で電話番号から顧客情報を自動取得してコンソールに表示します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=31
,154,Cloud Kicks（CK）はService Cloudを使用してカスタマーサポートを管理しており、在庫と注文データはSnowflakeに保存されています。CKの顧客はサポートを利用して注文に関する問い合わせや交換品の依頼を行っています。CKはSalesforce内でのデータの重複を避けつつ、サポート担当者にリアルタイムで実用的なインサイトを提供したいと考えています。サポート担当者が顧客の注文履歴を包括的に把握できるようにするために、Service Cloud コンサルタントは何を推奨すべきでしょうか?,A. Apex 統合を使用して、ケースが開かれるたびに API 経由で Snowflake から注文データを取得します。 | B. MuleSoft を使用して、Snowflake から注文データを抽出し、サポート担当者が参照できるように Salesforce のカスタム オブジェクトに保存します。 | C. Data Cloud を使用して Snowflake に接続し、注文データと CRM データを統合します。,C,Service Cloudでのデータ保護要件対応には、個人情報の取り扱いポリシー実装と、Salesforce Privacy Center等を使ったデータ削除・匿名化機能の整備が必要です。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=31
,155,Cloud Tech Supportは、ケースエスカレーションルールやナレッジベースなどの新機能を備えたService Cloudの導入準備を進めています。現在のサポートスタッフは、メールのみでのケース管理に慣れています。同社は、ダウンタイムを最小限に抑え、新しいソリューションの導入率を高めたいと考えています。Service Cloud コンサルタントは、サポート担当者に移行の準備として何を推奨すべきでしょうか?,A. ジャストインタイムのビデオチュートリアルを開発し、稼働開始後にアクセスを提供して、担当者がシステムを使用しながら学習できるようにします。 | B. 展開前に、ビジネス プロセスに合わせた実践的なトレーニングと Trailhead ベースの学習を組み合わせて提供します。 | C. 正式な有効化計画なしで、システムを構成し、起動後の質問に対応するパワー ユーザーを割り当てます。,B,新機能導入時の変更管理には、ステークホルダーへの事前コミュニケーション・エンドユーザーへのトレーニング・段階的なロールアウト・フィードバック収集と改善のサイクルを実施します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=31
,156,Cloud Kicks は、サービス エージェントに顧客のサービス レベル アグリーメント (SLA) を維持する責任を負わせるソリューションを実装したいと考えています。この要求を満たすためにコンサルタントはどの機能を使用する必要がありますか?,A. サービス契約 | B. Salesforce アンケート | C. 資格付与プロセス,C,サービスエージェントに顧客のSLAを可視化するには、ケースページにエンタイトルメントとマイルストーンの残り時間を表示するコンポーネントを追加します。エージェントが期限を常に把握して優先対応できます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=32
,157,Tier 2 のサービス担当者に Tier 1 からケースの処理を引き継ぎ、Tier 1 がトラブルシューティングでどこまで進んだかを知るためにコンサルタントが推奨する機能はどれですか?,A. ケースのパス | B. エスカレーション ルール | C. Einstein の次善のアクション,A,Tier 1からTier 2へのケース引き継ぎでトラブルシューティング情報を引き継ぐには、ケースのChatter投稿・内部メモ・ケースコメントを活用して会話履歴と調査内容を記録・引き継ぎます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=32
,158,Universal Containers は、Salesforce がケースに関する情報に基づいてエージェントにナレッジ記事を提案することを望んでいます。コンサルタントはどのソリューションを推奨すべきでしょうか?,A. ナレッジ オブジェクトをグローバル検索オブジェクトに追加します。 | B. ケース Lightning レコードページにナレッジコンポーネントを追加します。 | C. ナレッジ関連リストをケースページレイアウトに追加します。,B,Salesforceがケース情報に基づいてエージェントを支援するには、Einstein Reply Recommendations（返信推薦）またはEinstein Article Recommendations（記事推薦）を使用します。ケースのコンテキストから適切な返信や記事を自動提案します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=32
,159,Cloud Kicks では、すべての新しいナレッジ記事に対してレビュー プロセスを実装しています。各記事は、ユーザーが利用できるようになる前に、対象分野の専門家によってレビューおよび承認される必要があります。選択したすべてのチャネルで記事を表示するにはどの手順が必要ですか?,A. 承認プロセスの後に「公開」をクリックします。 | B. ナレッジ承認ページでステータスを公開済みに設定します。 | C. 最終承認アクションを「編集のためにレコードをロック」に設定します。,A,新しいナレッジ記事のレビュープロセスには、承認プロセス（Approval Process）を設定します。記事が公開される前に適切なレビュー担当者が承認するワークフローを確立し、品質を担保します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=32
,160,Universal Containers は、顧客向けの契約サービス レベル要件が確実に満たされるようにしたいと考えています。この要件を満たすためにコンサルタントは何を構成する必要がありますか?,A. 資格付与プロセス、契約品目、マイルストーン、および資格 | B. 資格付与プロセス、マイルストーン、マイルストーン アクション、および資格 | C. 権利付与プロセス、契約、契約品目、および権利,B,顧客向けの契約サービスレベル要件を確実に満たすには、エンタイトルメント（Entitlements）とマイルストーン（Milestones）を使用し、SLA期限前の自動通知と期限超過時のエスカレーションを設定します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=32
,161,Universal Containers (UC) は、外部システムとの複雑な統合を伴う Service Cloud の実装を計画しています。コンサルタントはどのプロジェクト管理方法を推奨すべきでしょうか?,A. シックスシグマ | B. Waterfall | C. アジャイル,C,外部システムとの複雑な統合を伴うService Cloud実装では、統合アーキテクチャの詳細設計とAPIテストを重点的に行い、段階的な展開でリスクを軽減します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=33
,162,ある組織は、世界的なデータ保護とプライバシーの規制を遵守するために、顧客が会社との関係を失った場合にその個人データを削除する方法に関するガイダンスを要求しました。要件を満たすためにコンサルタントはどのソリューションを推奨する必要がありますか?,A. 運用環境ですべての顧客情報を検索し、各レコードのフィールドを手動で編集してデータをスクランブルし、検索できなくなるようにします。 | B. レコードやインデックスのないフリーテキスト フィールドを含むすべての顧客情報を検索して削除し、データが保持されないようにサンドボックスを更新します。 | C. 環境全体ですべての顧客情報を検索し、連絡先に関連付けられたアカウントまたは Experience Cloud ユーザーを非アクティブ化します。,B,GDPR等のデータ保護規制に基づく顧客データ削除要件には、Salesforce Privacy Center（プライバシーセンター）を使用して個人データの検索・削除・匿名化を実施します。手動編集やアカウント非アクティブ化では不十分です。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=33
,163,Cloud Kicks は、Einstein Next Best Action を使用して、顧客ケースに取り組む際のサービスエージェントを支援します。複数のサービスエージェントが同じケースに対応します。コンサルタントは、項目の開始、一時停止、再開、完了をサービス エージェントに表示するには何を設定する必要がありますか?,A. 症例履歴関連リスト | B. アクションと推奨事項コンポーネント | C. アクティビティ分析タブ,B,Einstein Next Best Actionを使用して顧客ケースへの推薦アクションを提示するには、推薦戦略（Recommendation Strategy）を作成し、ケースのコンテキストに基づく推薦を設定して、エージェントのコンソールに表示します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=33
,164,Universal Containers (UC) は、対話チャネルを多様化することで顧客満足度を向上させたいと考えています。UC の目標は、リアルタイムのコミュニケーションとサポートを強化することです。コンサルタントは UC にどの対話チャネルを提案すべきですか?,A. Einstein ボット | B. アプリ内および Web メッセージング (MIAW) | C. Experience Cloud サイト,B,対話チャネルの多様化で顧客満足度を向上させるには、メール・電話・チャット・ソーシャルメッセージング・セルフサービスポータルを統合したオムニチャネル戦略を採用します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=33
,165,企業対消費者 (B2C) 企業は、サービス コストを削減したいと考えています。現在、顧客は紙の給与明細を会社に郵送することで請求書を支払い、連絡先情報を更新しています。要件を満たすために推奨されるソリューションは何ですか?,A. 支払い処理を備えた Experience Cloud | B. チェック処理を行う Einstein ボット | C. Service Cloud Voice with Tele-pay,A,紙の給与明細から電子明細への移行のような顧客セルフサービス強化によりサービスコストを削減するには、Experience Cloud（コミュニティ）でのセルフサービスポータルを構築し、顧客が自己完結できる環境を提供します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=33
,166,大手小売企業は、AIを活用してあらゆるサービスチャネルの会話記録を分析し、カスタマーサービス業務を最適化したいと考えています。目標は、一般的な問い合わせ理由を抽出し、顧客の感情を予測し、リアルタイムのやり取りの中でサービス担当者にパーソナライズされた推奨事項を提供することです。これらの要件を満たすために、Service Cloud コンサルタントはどのソリューションを使用する必要がありますか?,A. Einstein 記事の推奨を使用して、過去のケーストピックに基づいてナレッジ記事を提案し、サービス担当者のレビュー用にチャットのトランスクリプトを有効にします。 | B. Data Cloud を使用して、トランスクリプトのメタデータ、ロイヤルティ、サービス データを統合し、サービス担当者とスーパーバイザー向けに計算された洞察と感情に基づく推奨事項を生成します。 | C. オムニチャネルを有効にし、サービス分析ダッシュボードを使用して、チャネル全体のボリュームとサービス担当者のアクティビティをリアルタイムで監視します。,B,AIを活用してすべてのサービスチャネルの会話記録を分析しカスタマーサービス業務を最適化するには、Einstein Conversation Intelligence（会話インテリジェンス）またはEinstein Analytics for Serviceを使用します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=34
,167,コンタクトセンター管理者は、Lightning サービスコンソールを使用して、現在どのサービスエージェントが新しいケースを受け入れられるかを確認するにはどうすればよいですか?,A. オムニチャネル分析 | B. オムニチャネル ユーティリティ コンポーネント | C. オムニチャネル スーパーバイザー タブ,C,Lightning サービスコンソールで現在どのサービスエージェントが作業中かリアルタイム確認するには、Omni Supervisor（オムニスーパーバイザー）を使用します。エージェントのステータス・担当作業・キャパシティをリアルタイムに監視できます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=34
,168,Cloud Kicks は、Service Cloud Voice Dialer を使用する顧客に電話サポートを提供します。通話が完了すると、サポート エージェントは多くの場合、フォローアップ メールを送信したり、ケースのメモを完成させたりする必要があります。CK は、エージェントの効率についての洞察を得たいと考えています。コンサルタントは、個々のエージェントの効率を追跡するためにどの指標を推奨する必要がありますか?,A. 送信されたメールの総数 | B. 通話放棄 | C. 会話後の作業時間,C,Service Cloud Voice Dialerを使用する顧客への電話サポートでは、通話録音・文字起こし・リアルタイムコーチング機能を活用し、エージェントのサービス品質と効率を向上させます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=34
,169,Universal Containers は、新製品と既存製品の定期メンテナンスの両方に対する顧客サポートを提供します。両方のタイプのケースには多くの共通のステージとフィールドがあります。ただし、メンテナンス ケースには、キャプチャする必要がある追加のステージとフィールドがあります。この目的を達成するためにコンサルタントはどの機能を推奨する必要がありますか?,A. 承認プロセス | B. サポート タイプ | C. サポート プロセス,C,新製品と既存製品の定期メンテナンスの両方に対する顧客サポートには、製品ライン別のエンタイトルメントとサービス契約を設定し、新製品用と保守用の異なるSLAを管理します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=34
,170,ユニバーサルコンテナーズは、顧客サービス変革プロジェクトの一環として、ユーザー受け入れテスト（UAT）を開始する準備を進めています。コンサルタントは、テストをどこで実施すべきかという質問を受けました。ビジネスユーザーと関係者は、60日間のUATをサポートし、本番環境の代表的なデータを含む環境を必要としています。コンサルタントはどの環境タイプを推奨すべきでしょうか?,A. 部分コピーサンドボックス | B. フルコピーサンドボックス | C. 開発者向けプロサンドボックス,B,UAT（ユーザー受け入れテスト）を成功させるには、実際のエンドユーザー（スーパーバイザー・エージェント等）を参加させ、実際の業務シナリオに基づいてテストを実施し、フィードバックを収集して本番展開前に改善します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=34
